,item_nbr,sku,brand,pos_qty,pos_sales,Date
625,260008044,2015919,Enfagrow,0,0.0,2022-10-15
6944,2667028,3181651,Enfamil WIC,7479,140469.44,2022-10-15
3370,260006317,3271279,Enfamil,10,337.7,2022-10-15
11504,4047277,1015154,Vitamins,0,0.0,2022-10-15
4736,567284252,3263944,Enfamil,47,2163.09,2022-10-15
3249,30782926,2015336,Enfamil,546,33784.44,2022-10-15
1462,579134589,3118127,Enfamil,0,0.0,2022-10-15
9340,574258298,2050961,Specialty,0,0.0,2022-10-15
9339,587572923,3168591,Specialty,4,136.16,2022-10-15
9338,550700335,1263203,Specialty,0,0.0,2022-10-15
9259,551504297,1222396,Specialty,0,0.0,2022-10-15
1421,2679139,3127349,Enfamil,72,3036.52,2022-10-15
9167,585731258,1281334,Specialty,0,0.0,2022-10-15
9130,550265662,2004827,Specialty,0,0.0,2022-10-15
10466,571444203,2042059,Super High Premium,0,0.0,2022-10-15
1358,567284247,2048566,Enfamil,0,0.0,2022-10-15
10305,577723572,2050292,Super High Premium,0,0.0,2022-10-15
1357,260089490,2039732,Enfamil,0,0.0,2022-10-15
1355,567284253,3180082,Enfamil,59,525.84,2022-10-15
4737,260006324,2039734,Enfamil,0,0.0,2022-10-15
2371,554228280,2038264,Enfamil,0,0.0,2022-10-15
2372,550265664,2004828,Enfamil,0,0.0,2022-10-15
2373,575182522,2050728,Enfamil,0,0.0,2022-10-15
8927,576905993,3168592,Specialty,0,0.0,2022-10-15
8898,552913481,1282186,Specialty,0,0.0,2022-10-15
8863,2676246,1014853,Specialty,0,0.0,2022-10-15
8862,552913489,1282188,Specialty,0,0.0,2022-10-15
8789,7904452,3204862,Specialty,4,35.92,2022-10-15
1356,567284249,2051531,Enfamil,13248,118317.93,2022-10-15
10304,555219839,2032919,Super High Premium,0,0.0,2022-10-15
9410,551355457,1014853,Specialty,0,0.0,2022-10-15
10249,579134625,3168804,Super High Premium,40,1915.12,2022-10-15
1708,567213430,2044709,Enfamil,0,0.0,2022-10-15
1707,567284243,3192028,Enfamil,57,1902.33,2022-10-15
10035,555621406,2032919,Super High Premium,0,0.0,2022-10-15
10036,596927539,2055825,Super High Premium,0,0.0,2022-10-15
9922,651283844,3226132,Super High Premium,65,3705.03,2022-10-15
9920,584854467,3169719,Super High Premium,0,0.0,2022-10-15
9878,552770108,2004540,Specialty,0,0.0,2022-10-15
9827,653232226,2048589,Specialty,5,39.92,2022-10-15
9796,30625556,2014467,Specialty,2331,10018.98,2022-10-15
10133,571561732,3168590,Super High Premium,0,0.0,2022-10-15
1595,31749037,3176973,Enfamil,1046,39710.92,2022-10-15
1583,30697614,2008810,Enfamil,236,4466.64,2022-10-15
10194,555104251,3168834,Super High Premium,26,953.98,2022-10-15
10195,596915600,2055825,Super High Premium,0,0.0,2022-10-15
1561,2684529,1253140,Enfamil,0,0.0,2022-10-15
10196,574258301,3199413,Super High Premium,0,0.0,2022-10-15
9488,571563522,3168592,Specialty,15079,358936.02,2022-10-15
9487,579134590,3176714,Specialty,447,4374.2,2022-10-15
2053,577723574,2051717,Enfamil,0,0.0,2022-10-15
2054,567284246,3142820,Enfamil,23127,850824.76,2022-10-15
2055,653232521,3180082,Enfamil,0,0.0,2022-10-15
2058,550265660,2039763,Enfamil,0,0.0,2022-10-15
10248,651283843,3199418,Super High Premium,0,0.0,2022-10-15
8788,551504295,1222396,Specialty,0,0.0,2022-10-15
8787,552913494,1282194,Specialty,0,0.0,2022-10-15
10687,581323024,3141465,Super High Premium,0,0.0,2022-10-15
8786,653232229,2048589,Specialty,0,0.0,2022-10-15
7903,260096442,1238597,Nutramigen / Allergy,0,0.0,2022-10-15
11197,581615952,3129124,Vitamins,1,-0.98,2022-10-15
7805,7900574,2049717,Nutramigen / Allergy,0,0.0,2022-10-15
7804,2635245,2049717,Nutramigen / Allergy,12134,108228.59,2022-10-15
3047,574258299,3173463,Enfamil,-5,-233.85,2022-10-15
3048,554261570,2038264,Enfamil,0,0.0,2022-10-15
3050,554261579,2038262,Enfamil,0,0.0,2022-10-15
3051,584727077,3172819,Enfamil,29612,1470131.56,2022-10-15
3052,567294751,2044708,Enfamil,630,31142.52,2022-10-15
7670,7900560,1258556,Nutramigen / Allergy,0,0.0,2022-10-15
882,30695948,2015854,Enfagrow,-1,-21.97,2022-10-15
7609,552068775,3221965,Enfamil WIC,5715,106060.99,2022-10-15
7608,7903108,2050691,Enfamil WIC,153384,2767610.29,2022-10-15
838,557655333,2039738,Enfagrow,0,0.0,2022-10-15
837,555115354,3158116,Enfagrow,1,4.49,2022-10-15
11396,582113540,3180063,Vitamins,2682,24314.62,2022-10-15
11397,583919567,3123461,Vitamins,1,2.5,2022-10-15
11398,581615953,3123461,Vitamins,443,11195.78,2022-10-15
11399,593015359,3119481,Vitamins,19,155.47,2022-10-15
11400,4001213,1014879,Vitamins,243,1959.62,2022-10-15
7501,7907644,2050691,Enfamil WIC,-1,-108.48,2022-10-15
7500,7900511,2051560,Enfamil WIC,0,0.0,2022-10-15
3215,567284254,2044769,Enfamil,0,0.0,2022-10-15
7931,574439788,3130631,Nutramigen / Allergy,1,60.0,2022-10-15
774,652513659,3189345,Enfagrow,10590,271708.52,2022-10-15
7932,576905994,3194722,Nutramigen / Allergy,0,0.0,2022-10-15
8003,567530185,2004138,Nutramigen / Allergy,0,0.0,2022-10-15
8738,7904564,2004135,Nutramigen / Allergy,0,0.0,2022-10-15
8678,2684457,2050661,Nutramigen / Allergy,77354,2761443.19,2022-10-15
8677,551355517,2009112,Nutramigen / Allergy,0,0.0,2022-10-15
8656,2875354,1239201,Nutramigen / Allergy,36,822.24,2022-10-15
10741,577723573,2050291,Super High Premium,0,0.0,2022-10-15
8607,551174858,2050676,Nutramigen / Allergy,7,255.88,2022-10-15
1176,7900567,2026652,Enfagrow,0,0.0,2022-10-15
1175,579134591,3180081,Enfagrow,36,240.42,2022-10-15
2595,2870244,1242610,Enfamil,0,0.0,2022-10-15
2597,2884594,1274015,Enfamil,147,4699.59,2022-10-15
8539,553651394,2055489,Nutramigen / Allergy,3413,169646.63,2022-10-15
10861,4007437,1253339,Vitamins,242,1073.56,2022-10-15
8470,554228278,2049518,Nutramigen / Allergy,29297,406429.03,2022-10-15
2723,260006331,2039921,Enfamil,0,0.0,2022-10-15
2724,562987487,2039770,Enfamil,0,0.0,2022-10-15
8340,260085781,2050660,Nutramigen / Allergy,2,99.64,2022-10-15
1081,550265656,2039900,Enfagrow,0,0.0,2022-10-15
1080,555115349,3158115,Enfagrow,9888,117649.11,2022-10-15
10937,4009934,1014875,Vitamins,30,272.36,2022-10-15
10959,551726319,2011692,Vitamins,0,0.0,2022-10-15
1057,30695947,2015852,Enfagrow,1,21.97,2022-10-15
8101,551355482,2015590,Nutramigen / Allergy,0,0.0,2022-10-15
11095,31198018,1015280,Vitamins,342,5094.96,2022-10-15
7933,554261587,2038263,Nutramigen / Allergy,0,0.0,2022-10-15
2722,562987491,2051562,Enfamil,0,0.0,2022-10-15
7611,2667021,1158652,Enfamil WIC,5496,27133.85,2022-10-15
4627,30193490,1278787,Enfamil,3840,203034.12,2022-10-15
6500,567213435,2044678,Enfamil,0,0.0,2022-10-15
6501,567284242,3198879,Enfamil,1345,58767.39,2022-10-15
6502,567213441,3179307,Enfamil,0,0.0,2022-10-15
12777,30305696,ENFAMIL0005679680590,Enfamil,167,3662.89,2022-10-15
6503,574444649,2053275,Enfamil,0,0.0,2022-10-15
6504,2679147,2040270,Enfamil,0,0.0,2022-10-15
6505,260004735,3180902,Enfamil,210,6676.94,2022-10-15
4243,30193489,1278788,Enfamil,2500,94928.25,2022-10-15
30,557655376,2052095,Enfagrow,0,0.0,2022-10-15
3705,567213439,3172817,Enfamil,0,0.0,2022-10-15
4941,2870265,1241760,Enfamil,423,26174.9,2022-10-15
5408,557655356,2051562,Enfamil,0,0.0,2022-10-15
64,562987495,2039211,Enfagrow,0,0.0,2022-10-15
5406,581623211,3186640,Enfamil,14,444.92,2022-10-15
4924,577723571,2051716,Enfamil,0,0.0,2022-10-15
150,30807356,2015853,Enfagrow,0,0.0,2022-10-15
4637,2884552,1269807,Enfamil,1637,101161.76,2022-10-15
4633,30192357,1269779,Enfamil,2474,25903.26,2022-10-15
5057,557655345,3125594,Enfamil,4,126.32,2022-10-15
6499,567284245,3172817,Enfamil,544,26130.17,2022-10-15
471,652513690,3189347,Enfagrow,883,22620.35,2022-10-15
6498,579156271,3208434,Enfamil,20,883.88,2022-10-15
5607,30193491,1278789,Enfamil,3066,162081.72,2022-10-15
5604,2884587,1274014,Enfamil,296,9463.12,2022-10-15
4363,567284250,2044704,Enfamil,0,0.0,2022-10-15
5606,30697615,2015389,Enfamil,295,5589.05,2022-10-15
4362,554228279,3204863,Enfamil,24243,233656.08,2022-10-15
12127,30305086,ENFAMIL0005679680595,Enfamil,1199,26274.29,2022-10-15
255,550265666,2039832,Enfagrow,3625,65354.09,2022-10-15
4041,554406522,2031757,Enfamil,0,0.0,2022-10-15
4042,567284244,3125595,Enfamil,16659,641254.52,2022-10-15
4043,575182521,3180085,Enfamil,7,209.16,2022-10-15
4044,569043057,3264230,Enfamil,19,603.82,2022-10-15
4045,567213437,3264230,Enfamil,0,0.0,2022-10-15
4364,567213440,2044711,Enfamil,0,0.0,2022-10-15
4365,574258300,3173309,Enfamil,32,1122.82,2022-10-15
11887,30519315,ENFAGROW0005679690608,Enfagrow,-1,-115.17,2022-10-15
12110,30342037,NUTRAMIGEN / ALLERGY0005679600498,Nutramigen / Allergy,37,1109.26,2022-10-15
12650,31462561,ENFAGROW0005679600607,Enfagrow,2665,79605.54,2022-10-15
12492,30305858,ENFAMIL0005679690596,Enfamil,2861,154096.65,2022-10-15
4366,550357967,3180902,Enfamil,0,0.0,2022-10-15
256,550370993,2039832,Enfagrow,0,0.0,2022-10-15
394,555221008,2039209,Enfagrow,0,0.0,2022-10-15
6507,7904550,3179305,Enfamil,677,9826.73,2022-10-15
4932,31091420,2027936,Enfamil,5833,232673.03,2022-10-15
11995,30196611,ENFAMIL0005679690600,Enfamil,28,1713.46,2022-10-15
5739,584854469,3268271,Enfamil,0,0.0,2022-10-15
3706,552068777,3209701,Enfamil,4309,144858.23,2022-10-15
12459,31462562,ENFAGROW0005679600609,Enfagrow,3239,96929.32,2022-10-15
12230,30305999,ENFAGROW0005679680599,Enfagrow,5457,70826.88,2022-10-15
4738,584854468,3208437,Enfamil,0,0.0,2022-10-15
3707,550342753,2040264,Enfamil,0,0.0,2022-10-15
3908,567213429,2044708,Enfamil,0,0.0,2022-10-15
5742,550265663,3204864,Enfamil,1310,19441.87,2022-10-15
3710,574444648,2053268,Enfamil,0,0.0,2022-10-15
4885,2667035,1158655,Enfamil,0,0.0,2022-10-15
3709,567626962,2040672,Enfamil,0,0.0,2022-10-15
547,587572922,3170182,Enfagrow,1896,48764.99,2022-10-15
6110,260006345,2040258,Enfamil,0,0.0,2022-10-15
3708,558181554,2041779,Enfamil,0,0.0,2022-10-15
5741,550342754,2004137,Enfamil,0,0.0,2022-10-15
3917,30193083,2014689,Enfamil,2878,152226.27,2022-10-15
5740,260085788,2041777,Enfamil,0,0.0,2022-10-15
5738,7904557,2004137,Enfamil,0,0.0,2022-10-15
12381,30305920,ENFAMIL0005679690594,Enfamil,6190,332851.09,2022-10-15
12312,30305981,ENFAMIL0005679690591,Enfamil,2462,132320.02,2022-10-15
4630,30193461,1278790,Enfamil,24,911.28,2022-10-15
5558,260006338,2039637,Enfamil,0,0.0,2022-10-15
447,31337318,2040255,Enfagrow,0,0.0,2022-10-15
12558,30306000,ENFAGROW0005679680598,Enfagrow,2670,34419.78,2022-10-15
4629,30193082,2014690,Enfamil,1548,58703.29,2022-10-15
5737,567213434,2044710,Enfamil,0,0.0,2022-10-15
5405,584727078,3192255,Enfamil,18348,950846.1,2022-10-15
1594,31600025,2047807,Enfamil,54,2050.38,2022-10-22
5598,2667035,1158655,Enfamil,-2,-60.56,2022-10-22
7661,260085781,2050660,Nutramigen / Allergy,0,0.0,2022-10-22
3912,2884573,1274013,Enfamil,2551,81452.69,2022-10-22
2027,567213430,2044709,Enfamil,0,0.0,2022-10-22
12025,30196611,ENFAMIL0005679690600,Enfamil,1,61.97,2022-10-22
2025,554261570,2038264,Enfamil,0,0.0,2022-10-22
10806,552205720,2011692,Vitamins,0,0.0,2022-10-22
12493,30305858,ENFAMIL0005679690596,Enfamil,2925,157438.02,2022-10-22
12341,30305981,ENFAMIL0005679690591,Enfamil,2626,141150.56,2022-10-22
2021,554228279,3204863,Enfamil,17279,166511.87,2022-10-22
2020,577723571,2051716,Enfamil,0,0.0,2022-10-22
388,550265666,2039832,Enfagrow,3596,65922.33,2022-10-22
2018,569043057,3264230,Enfamil,35,1028.4,2022-10-22
12392,30305920,ENFAMIL0005679690594,Enfamil,6290,338179.04,2022-10-22
4624,30193461,1278790,Enfamil,0,16.0,2022-10-22
4619,30193490,1278787,Enfamil,3688,195011.25,2022-10-22
2026,581623211,3186640,Enfamil,10,301.02,2022-10-22
6109,567213429,2044708,Enfamil,0,0.0,2022-10-22
7602,7903108,2050691,Enfamil WIC,126433,2282054.85,2022-10-22
7603,552068775,3221965,Enfamil WIC,4910,91146.22,2022-10-22
7461,2667021,1158652,Enfamil WIC,7877,39047.74,2022-10-22
11439,4047277,1015154,Vitamins,0,0.0,2022-10-22
9667,579134590,3176714,Specialty,341,3413.33,2022-10-22
6084,554261579,2038262,Enfamil,0,0.0,2022-10-22
6083,574258300,3173309,Enfamil,30,1023.57,2022-10-22
8647,7904564,2004135,Nutramigen / Allergy,0,0.0,2022-10-22
6082,557655345,3125594,Enfamil,2,59.76,2022-10-22
3919,2884594,1274015,Enfamil,67,2147.93,2022-10-22
6081,550342753,2040264,Enfamil,0,0.0,2022-10-22
5703,260006331,2039921,Enfamil,0,0.0,2022-10-22
9668,551504297,1222396,Specialty,1,9.48,2022-10-22
10187,596915600,2055825,Super High Premium,0,0.0,2022-10-22
1166,652513690,3189347,Enfagrow,792,19857.52,2022-10-22
11365,4047284,1015278,Vitamins,11,200.67,2022-10-22
7371,2667028,3181651,Enfamil WIC,10242,191570.44,2022-10-22
2350,584727077,3172819,Enfamil,38427,1896279.62,2022-10-22
11455,4009934,1014875,Vitamins,40,300.83,2022-10-22
827,555115349,3158115,Enfagrow,11135,132353.38,2022-10-22
7331,7907644,2050691,Enfamil WIC,0,0.0,2022-10-22
6079,567284251,3179307,Enfamil,18542,178754.84,2022-10-22
6077,567284243,3192028,Enfamil,77,2552.6,2022-10-22
1359,552530590,2020391,Enfamil,0,0.0,2022-10-22
1360,567284254,2044769,Enfamil,0,0.0,2022-10-22
12088,30342037,NUTRAMIGEN / ALLERGY0005679600498,Nutramigen / Allergy,12,387.28,2022-10-22
11456,583919567,3123461,Vitamins,0,0.0,2022-10-22
7548,2611686,3271390,Enfamil WIC,18218,338621.52,2022-10-22
7551,7900511,2051560,Enfamil WIC,0,0.0,2022-10-22
6072,7904557,2004137,Enfamil,0,0.0,2022-10-22
9669,552913494,1282194,Specialty,0,0.0,2022-10-22
12144,30305086,ENFAMIL0005679680595,Enfamil,1062,23291.55,2022-10-22
5968,31749037,3176973,Enfamil,909,34510.93,2022-10-22
2056,2684529,1253140,Enfamil,0,0.0,2022-10-22
9333,571563522,3168592,Specialty,13224,314863.36,2022-10-22
12552,30306000,ENFAGROW0005679680598,Enfagrow,2589,33398.48,2022-10-22
2697,577723574,2051717,Enfamil,0,0.0,2022-10-22
12211,30305999,ENFAGROW0005679680599,Enfagrow,4140,53769.2,2022-10-22
2696,550265663,3204864,Enfamil,2943,43386.7,2022-10-22
8069,7900560,1258556,Nutramigen / Allergy,0,0.0,2022-10-22
11119,4007437,1253339,Vitamins,225,1037.69,2022-10-22
11120,551726319,2011692,Vitamins,0,0.0,2022-10-22
2691,562987491,2051562,Enfamil,0,0.0,2022-10-22
103,555115354,3158116,Enfagrow,2,8.49,2022-10-22
2931,31091420,2027936,Enfamil,5686,226790.7,2022-10-22
997,550370993,2039832,Enfagrow,0,0.0,2022-10-22
2933,30697615,2015389,Enfamil,282,5323.77,2022-10-22
329,7900567,2026652,Enfagrow,0,0.0,2022-10-22
989,550265656,2039900,Enfagrow,0,0.0,2022-10-22
9332,2676246,1014853,Specialty,0,0.0,2022-10-22
8405,576905994,3194722,Nutramigen / Allergy,0,0.0,2022-10-22
10355,555104251,3168834,Super High Premium,32,1338.56,2022-10-22
8135,2635245,2049717,Nutramigen / Allergy,10873,97005.21,2022-10-22
8285,7900574,2049717,Nutramigen / Allergy,0,0.0,2022-10-22
5701,574444649,2053275,Enfamil,0,0.0,2022-10-22
10931,581615952,3129124,Vitamins,2,30.0,2022-10-22
5700,260006317,3271279,Enfamil,4,85.38,2022-10-22
8280,553651394,2055489,Nutramigen / Allergy,2952,147069.21,2022-10-22
8269,2875354,1239201,Nutramigen / Allergy,34,776.56,2022-10-22
8332,551174858,2050676,Nutramigen / Allergy,6,225.68,2022-10-22
988,557655376,2052095,Enfagrow,0,0.0,2022-10-22
10981,31198018,1015280,Vitamins,375,5596.2,2022-10-22
10982,31198064,1015277,Vitamins,181,2453.57,2022-10-22
2213,567213431,2044707,Enfamil,0,0.0,2022-10-22
5697,567213439,3172817,Enfamil,0,0.0,2022-10-22
9123,552913489,1282188,Specialty,0,0.0,2022-10-22
5695,554228280,2038264,Enfamil,0,0.0,2022-10-22
9253,587572923,3168591,Specialty,1,35.76,2022-10-22
9258,585731258,1281334,Specialty,0,0.0,2022-10-22
8333,554228278,2049518,Nutramigen / Allergy,35176,488032.52,2022-10-22
987,555221008,2039209,Enfagrow,0,0.0,2022-10-22
985,579134591,3180081,Enfagrow,38,227.16,2022-10-22
5031,653232521,3180082,Enfamil,1,8.98,2022-10-22
7855,574439788,3130631,Nutramigen / Allergy,3,180.0,2022-10-22
12651,31462561,ENFAGROW0005679600607,Enfagrow,1856,55607.21,2022-10-22
82,562987495,2039211,Enfagrow,0,0.0,2022-10-22
9404,7904452,3204862,Specialty,765,6828.8,2022-10-22
758,30807356,2015853,Enfagrow,0,0.0,2022-10-22
2599,30192357,1269779,Enfamil,2348,24531.05,2022-10-22
7798,567530185,2004138,Nutramigen / Allergy,0,0.0,2022-10-22
87,30695947,2015852,Enfagrow,2,43.94,2022-10-22
8855,653232229,2048589,Specialty,3,26.94,2022-10-22
3049,550265664,2004828,Enfamil,0,0.0,2022-10-22
5969,30697614,2008810,Enfamil,139,2623.31,2022-10-22
5970,30193083,2014689,Enfamil,2994,158349.71,2022-10-22
10242,555219839,2032919,Super High Premium,0,0.0,2022-10-22
11269,4001213,1014879,Vitamins,238,1918.02,2022-10-22
1523,2679139,3127349,Enfamil,96,4023.96,2022-10-22
2057,550265660,2039763,Enfamil,0,0.0,2022-10-22
2598,30193489,1278788,Enfamil,2773,105143.04,2022-10-22
4010,584854469,3268271,Enfamil,0,0.0,2022-10-22
3017,260085788,2041777,Enfamil,0,0.0,2022-10-22
3015,567284249,2051531,Enfamil,12583,112308.82,2022-10-22
5029,567213440,2044711,Enfamil,0,0.0,2022-10-22
5028,567284247,2048566,Enfamil,0,0.0,2022-10-22
5027,575182522,2050728,Enfamil,0,0.0,2022-10-22
2297,30782926,2015336,Enfamil,613,37860.98,2022-10-22
7923,2684457,2050661,Nutramigen / Allergy,69292,2474316.46,2022-10-22
9390,30625556,2014467,Specialty,1362,5875.01,2022-10-22
8535,551355517,2009112,Nutramigen / Allergy,0,0.0,2022-10-22
3016,567284242,3198879,Enfamil,2450,107284.27,2022-10-22
8537,554261587,2038263,Nutramigen / Allergy,0,0.0,2022-10-22
11189,582113539,3180047,Vitamins,4202,38944.02,2022-10-22
11190,593015359,3119481,Vitamins,20,170.1,2022-10-22
159,595589032,3188849,Enfagrow,0,0.0,2022-10-22
9403,653232226,2048589,Specialty,2,17.96,2022-10-22
160,260008044,2015919,Enfagrow,0,0.0,2022-10-22
3013,554406522,2031757,Enfamil,0,0.0,2022-10-22
3014,574444648,2053268,Enfamil,0,0.0,2022-10-22
5609,2884587,1274014,Enfamil,175,5594.75,2022-10-22
1511,579134589,3118127,Enfamil,0,0.0,2022-10-22
6080,550342754,2004137,Enfamil,0,0.0,2022-10-22
8918,576905993,3168592,Specialty,0,0.0,2022-10-22
593,30695948,2015854,Enfagrow,0,0.0,2022-10-22
9927,651283844,3226132,Super High Premium,20,1140.21,2022-10-22
10513,574258301,3199413,Super High Premium,0,0.0,2022-10-22
10026,584854467,3169719,Super High Premium,0,0.0,2022-10-22
12435,31462562,ENFAGROW0005679600609,Enfagrow,2474,74028.78,2022-10-22
539,652513659,3189345,Enfagrow,10765,276974.6,2022-10-22
10127,577723572,2050292,Super High Premium,0,0.0,2022-10-22
540,555621390,2039209,Enfagrow,0,0.0,2022-10-22
520,31337318,2040255,Enfagrow,0,0.0,2022-10-22
2355,260006324,2039734,Enfamil,0,0.0,2022-10-22
10077,581323024,3141465,Super High Premium,1,8.74,2022-10-22
5375,567626962,2040672,Enfamil,0,0.0,2022-10-22
6851,30193082,2014690,Enfamil,1656,62716.1,2022-10-22
3367,562987487,2039770,Enfamil,0,0.0,2022-10-22
4336,567284253,3180082,Enfamil,2384,21190.2,2022-10-22
4632,2870265,1241760,Enfamil,535,33097.78,2022-10-22
5377,557655356,2051562,Enfamil,6,169.1,2022-10-22
538,260008058,2026652,Enfagrow,0,0.0,2022-10-22
1327,575182521,3180085,Enfamil,8,239.04,2022-10-22
8668,551355482,2015590,Nutramigen / Allergy,0,0.0,2022-10-22
1687,567284250,2044704,Enfamil,0,0.0,2022-10-22
11859,31198057,1015280,Vitamins,341,5128.95,2022-10-22
688,587572922,3170182,Enfagrow,1366,35144.05,2022-10-22
23,260029332,2039898,Enfagrow,0,0.0,2022-10-22
3596,30193491,1278789,Enfamil,4272,225781.12,2022-10-22
2356,567213441,3179307,Enfamil,0,0.0,2022-10-22
9821,551355457,1014853,Specialty,0,0.0,2022-10-22
1684,550357967,3180902,Enfamil,0,0.0,2022-10-22
9819,550700335,1263203,Specialty,0,0.0,2022-10-22
5380,260004735,3180902,Enfamil,254,7988.58,2022-10-22
3598,2870244,1242610,Enfamil,0,0.0,2022-10-22
6506,260006345,2040258,Enfamil,0,0.0,2022-10-22
9817,551504295,1222396,Specialty,0,0.0,2022-10-22
9816,574258298,2050961,Specialty,0,0.0,2022-10-22
3606,2884552,1269807,Enfamil,1983,122599.37,2022-10-22
6448,2679147,2040270,Enfamil,0,0.0,2022-10-22
1686,579156271,3208434,Enfamil,48,2103.36,2022-10-22
1328,558181554,2041779,Enfamil,0,0.0,2022-10-22
8669,260096442,1238597,Nutramigen / Allergy,0,0.0,2022-10-22
9913,571561732,3168590,Super High Premium,0,0.0,2022-10-22
10622,596927539,2055825,Super High Premium,0,0.0,2022-10-22
1331,567213435,2044678,Enfamil,0,0.0,2022-10-22
7170,2679154,1284527,Enfamil WIC,0,0.0,2022-10-22
1322,260089490,2039732,Enfamil,0,0.0,2022-10-22
11523,653461203,3179882,Vitamins,0,0.0,2022-10-22
4709,567284244,3125595,Enfamil,31152,1197832.52,2022-10-22
8852,550265662,2004827,Specialty,0,0.0,2022-10-22
11521,581615953,3123461,Vitamins,271,6793.62,2022-10-22
6981,2684415,2051560,Enfamil WIC,161907,2773793.5,2022-10-22
10732,651283843,3199418,Super High Premium,0,0.0,2022-10-22
3339,584727078,3192255,Enfamil,10791,560146.03,2022-10-22
3338,260006352,2039733,Enfamil,0,0.0,2022-10-22
12789,30305696,ENFAMIL0005679680590,Enfamil,130,2857.4,2022-10-22
10677,579134625,3168804,Super High Premium,37,1916.02,2022-10-22
6979,7900539,1154529,Enfamil WIC,0,0.0,2022-10-22
6978,2684380,2051530,Enfamil WIC,10192,50645.2,2022-10-22
2354,7904550,3179305,Enfamil,5029,74861.45,2022-10-22
11888,30519315,ENFAGROW0005679690608,Enfagrow,0,0.0,2022-10-22
10678,555621406,2032919,Super High Premium,0,0.0,2022-10-22
6442,584854468,3208437,Enfamil,0,0.0,2022-10-22
8917,552770108,2004540,Specialty,0,0.0,2022-10-22
6445,567213437,3264230,Enfamil,0,0.0,2022-10-22
3341,552068777,3209701,Enfamil,3690,124096.38,2022-10-22
10612,577723573,2050291,Super High Premium,0,0.0,2022-10-22
11522,582113540,3180063,Vitamins,2760,24917.72,2022-10-22
6451,574258297,2050880,Enfamil,9362,84051.02,2022-10-22
6452,567294751,2044708,Enfamil,628,30351.99,2022-10-22
1323,260006338,2039637,Enfamil,0,0.0,2022-10-22
3343,567284245,3172817,Enfamil,433,20571.9,2022-10-22
6440,567284246,3142820,Enfamil,16951,625088.24,2022-10-22
4711,567284252,3263944,Enfamil,3675,152498.55,2022-10-22
6450,574258299,3173463,Enfamil,3,140.31,2022-10-22
3344,567213434,2044710,Enfamil,0,0.0,2022-10-22
4710,550370989,2005349,Enfamil,0,0.0,2022-10-22
161,550370993,2039832,Enfagrow,0,0.0,2022-10-29
